Grade,Subject,Chapter,Topic_title,Topic_description,Topic_objective,Topic_teacher_name,Topic_url_demo,Video_title,Video_local,Video_wistia,Quiz_title,Quiz_starsrequired,Quiz_questions,Quiz_description,Quiz_subtitle,Quiz_estimatedMaxTime
Primer Semestre,Biologia,Celulas 3,Celulas 1.3,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.371.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.371.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.371.1 quiz1.1,16
Primer Semestre,Biologia,Celulas 4,Celulas 1.4,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.472.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.472.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.472.1 quiz1.1,70
Primer Semestre,Biologia,Celulas 5,Celulas 1.5,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.573.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.573.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.573.1 quiz1.1,24
Segundo Semestre,Biologia,Celulas 6,Celulas 1.6,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.674.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.674.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.674.1 quiz1.1,48
Segundo Semestre,Biologia,Celulas 7,Celulas 1.7,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.775.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.775.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.775.1 quiz1.1,74
Segundo Semestre,Biologia,Celulas 8,Celulas 1.8,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.876.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.876.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.876.1 quiz1.1,73
Tercer Semestre,Biologia,Celulas 9,Celulas 1.9,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.977.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.977.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.977.1 quiz1.1,93
Tercer Semestre,Biologia,Celulas 10,Celulas 1.10,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1078.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1078.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1078.1 quiz1.1,75
Tercer Semestre,Biologia,Celulas 11,Celulas 1.11,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1179.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1179.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1179.1 quiz1.1,19
Tercer Semestre,Biologia,Celulas 12,Celulas 1.12,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1280.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1280.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1280.1 quiz1.1,47
Cuarto Semestre,Biologia,Celulas 13,Celulas 1.13,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1381.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1381.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1381.1 quiz1.1,4
Cuarto Semestre,Biologia,Celulas 14,Celulas 1.14,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1482.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1482.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1482.1 quiz1.1,83
Cuarto Semestre,Biologia,Celulas 15,Celulas 1.15,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1583.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1583.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1583.1 quiz1.1,50
Cuarto Semestre,Biologia,Celulas 16,Celulas 1.16,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1684.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1684.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1684.1 quiz1.1,91
Quinto Semestre,Biologia,Celulas 17,Celulas 1.17,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1785.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1785.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1785.1 quiz1.1,91
Quinto Semestre,Biologia,Celulas 18,Celulas 1.18,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1886.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1886.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1886.1 quiz1.1,57
Quinto Semestre,Biologia,Celulas 19,Celulas 1.19,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.1987.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.1987.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.1987.1 quiz1.1,66
Sexto Semestre,Biologia,Celulas 20,Celulas 1.20,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.2088.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.2088.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.2088.1 quiz1.1,44
Sexto Semestre,Biologia,Celulas 21,Celulas 1.21,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.2189.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.2189.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.2189.1 quiz1.1,35
Sexto Semestre,Biologia,Celulas 22,Celulas 1.22,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.2290.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.2290.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.2290.1 quiz1.1,10
Sexto Semestre,Biologia,Celulas 23,Celulas 1.23,Cels,Aprender,Marcos Gonzalez,Sin demo,Celulas 1.2391.1,http://video_platform.mx/videos/chalkboard.mp4,sin video,Celulas 1.2391.1 quiz,0,"[{""question"": ""¿Qué es un Numero Negativo?"",""res"": ""1"",""opc"": [ {""1"": ""a) Un número negativo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número negativo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número negativo es cualquier número cuyo valor es cero"" },{""4"": ""d) Un número negativo es cualquier número cuyo valor contenga una resta.""}],""stars"": 3,""rupees"": 1,""maps"": 4 },{""question"": ""¿Qué es un Numero Positivo"",""res"": ""2"",""opc"": [{""1"": ""a) Un número positivo es cualquier número cuyo valor es menor que cero.""},{""2"": ""b) Un número positivo es cualquier número cuyo valor es mayor que cero""},{""3"": ""c) Un número positivo es cualquier número cuyo valor es cero""},{""4"": ""d) Un número positivo es cualquier número cuyo valor contenga una resta."" }],""stars"": 2,""rupees"": 1,""maps"": 5}]",Examen Fake,Celulas 1.2391.1 quiz1.1,15
